Player,Country,Games,Win rate,KDA,Avg kills,Avg deaths,Avg assists,CS-Min,Gold-Min,KP%,DMG%,DP-Min,Vision Puntuation Min,Avg Wards Min,Avg Wards Cleared Min,Avg Vision Wards Min,Gold Difference Min-15,CS Difference Min-15,XP Difference Min-15,First Blood Participation %,First Blood Victim %,Penta Kills,Solo Kills,Split,Team
Boby, RS,4.0,0.0,0.6,0.8,6.5,3.3,4.5,278.0,61.2,17.5,294.0,0.88,0.05,0.26,0.04,-835.0,-6.0,-531.0,25.0,25.0,0.0,,2023 Spring,
Boda, EG,15.0,33.3,1.5,3.0,4.9,4.2,7.3,377.0,46.6,24.3,551.0,1.15,0.28,0.18,0.18,48.0,-2.0,-195.0,6.7,20.0,0.0,18.0,2023 Spring,
Bolulu, TR,34.0,47.1,5.0,3.9,2.0,6.2,8.1,399.0,67.0,27.6,648.0,0.92,0.39,0.09,0.15,153.0,1.0,194.0,20.6,5.9,0.0,9.0,2023 Spring,
Bolyy1, ES,24.0,45.8,2.5,0.5,3.4,7.9,1.1,230.0,72.0,6.5,128.0,2.96,1.19,0.32,0.37,2.0,6.0,0.0,33.3,8.3,0.0,,2023 Spring,
Bong, KR,43.0,53.5,3.2,2.4,2.5,5.7,7.7,373.0,51.5,21.9,484.0,1.02,0.26,0.19,0.17,24.0,-2.0,43.0,11.6,0.0,0.0,15.0,2023 Spring,
Boras, HR,14.0,0.0,0.7,1.4,3.9,1.5,7.0,328.0,38.2,25.4,432.0,0.81,0.3,0.12,0.08,-51.0,-0.0,-233.0,14.3,7.1,0.0,4.0,2023 Spring,
Boukada, FR,26.0,84.6,7.8,3.8,1.8,10.5,5.1,367.0,76.2,17.0,413.0,1.47,0.2,0.34,0.21,322.0,1.0,-10.0,38.5,7.7,0.0,5.0,2023 Spring,
Bounty, BR,6.0,16.7,2.6,0.5,3.3,8.0,0.6,218.0,73.5,8.0,162.0,2.84,1.51,0.35,0.54,130.0,2.0,-101.0,16.7,0.0,0.0,,2023 Spring,
Bradley, US,54.0,57.4,2.9,2.8,2.5,4.5,8.1,404.0,52.6,24.2,525.0,1.08,0.34,0.15,0.13,112.0,3.0,-36.0,14.8,11.1,1.0,27.0,2023 Spring,
Brance, BR,21.0,47.6,4.2,4.0,2.3,5.5,8.9,426.0,66.0,27.0,661.0,1.41,0.39,0.37,0.21,0.0,-1.0,84.0,33.3,9.5,0.0,,2023 Spring,
Breathe, CN,45.0,48.9,2.4,2.1,2.6,4.3,8.2,385.0,50.9,23.7,498.0,,,,,,,,,,,,2023 Spring,
Breezy, US,38.0,60.5,4.5,0.8,2.4,10.3,1.3,253.0,74.5,8.4,195.0,2.91,1.18,0.38,0.34,132.0,3.0,141.0,23.7,15.8,0.0,1.0,2023 Spring,
BrokenSword, CZ,14.0,21.4,1.6,2.0,3.6,3.8,6.7,325.0,43.0,17.8,377.0,0.81,0.27,0.07,0.09,-1016.0,-13.0,-516.0,0.0,7.1,0.0,2.0,2023 Spring,
Brokenblade, DE,47.0,70.2,4.8,4.0,2.2,6.3,7.5,411.0,56.9,22.2,544.0,1.04,0.48,0.15,0.18,153.0,-6.0,-46.0,23.4,10.6,0.0,22.0,2023 Spring,
Brolia, TR,12.0,58.3,4.4,0.5,2.8,11.7,0.9,257.0,77.6,7.8,181.0,2.84,0.82,0.42,0.36,44.0,-6.0,-216.0,33.3,16.7,0.0,,2023 Spring,
Brosak,,2.0,50.0,2.0,1.0,4.0,7.0,6.4,328.0,38.3,14.5,372.0,1.19,0.28,0.11,0.19,-496.0,-24.0,88.0,0.0,50.0,0.0,1.0,2023 Spring,
Bruce, TW,18.0,44.4,2.7,3.1,2.9,4.9,9.2,423.0,66.3,29.2,599.0,1.41,0.28,0.39,0.19,-9.0,3.0,-55.0,22.2,16.7,0.0,1.0,2023 Spring,
Bruness, PL,35.0,65.7,4.7,4.3,2.9,9.3,5.8,371.0,75.3,17.4,438.0,1.42,0.39,0.31,0.26,209.0,9.0,308.0,34.3,2.9,0.0,9.0,2023 Spring,
Buggax, UY,16.0,31.3,1.7,2.8,3.5,3.2,8.5,390.0,61.1,27.2,550.0,0.78,0.23,0.14,0.08,49.0,-1.0,-182.0,31.3,12.5,0.0,8.0,2023 Spring,
Bugi, KR,18.0,44.4,2.6,2.1,3.3,6.6,5.3,323.0,78.1,16.1,369.0,1.72,0.35,0.4,0.26,-313.0,-8.0,-179.0,38.9,5.6,0.0,2.0,2023 Spring,
Bull, KR,42.0,26.2,3.5,3.6,2.2,4.1,8.9,419.0,66.3,23.9,528.0,1.01,0.33,0.27,0.17,376.0,7.0,84.0,38.1,0.0,0.0,9.0,2023 Spring,
Bulldawg, NZ,8.0,37.5,2.7,0.8,2.9,7.0,0.6,236.0,79.3,9.4,177.0,2.27,0.79,0.26,0.22,55.0,0.0,-233.0,50.0,0.0,0.0,,2023 Spring,
Bulldog, KR,45.0,37.8,2.4,2.0,2.5,3.8,8.8,389.0,62.2,27.8,567.0,1.12,0.35,0.2,0.24,3.0,-3.0,-96.0,20.0,11.1,0.0,8.0,2023 Spring,
Bung, AT,18.0,16.7,2.9,3.2,2.7,4.5,8.4,379.0,72.2,24.2,468.0,0.94,0.27,0.24,0.12,-327.0,-10.0,-106.0,27.8,0.0,0.0,3.0,2023 Spring,
Bunny, CN,6.0,33.3,1.8,0.2,3.0,5.3,0.7,227.0,56.6,14.1,283.0,,,,,,,,,,,,2023 Spring,
Burdol, KR,51.0,49.0,2.3,1.9,2.2,3.1,8.6,381.0,45.3,22.4,441.0,1.08,0.31,0.23,0.21,-338.0,-6.0,-265.0,13.7,7.8,0.0,17.0,2023 Spring,
Busio, US,28.0,50.0,3.7,0.6,2.8,9.6,0.8,231.0,79.7,8.8,185.0,2.84,1.31,0.36,0.36,-164.0,-0.0,-58.0,46.4,7.1,0.0,1.0,2023 Spring,
Buzgej, SK,13.0,30.8,3.5,4.4,2.6,4.7,8.9,437.0,64.4,28.0,674.0,1.24,0.25,0.32,0.08,308.0,8.0,-172.0,7.7,0.0,1.0,3.0,2023 Spring,
Bvoy, KR,33.0,57.6,5.4,4.1,1.7,5.1,9.6,441.0,71.1,30.1,647.0,1.65,0.41,0.4,0.17,-40.0,2.0,146.0,18.2,9.1,0.0,5.0,2023 Spring,
CAD, KR,10.0,30.0,2.4,1.4,3.0,5.8,4.9,313.0,73.3,15.0,309.0,1.33,0.24,0.34,0.23,-49.0,-3.0,-72.0,30.0,0.0,0.0,1.0,2023 Spring,
CBL, VN,4.0,100.0,6.7,1.0,1.8,10.8,1.2,286.0,67.1,9.9,222.0,3.34,1.62,0.48,0.37,452.0,2.0,441.0,25.0,0.0,0.0,,2023 Spring,
CL0UD, CN,2.0,50.0,2.4,2.0,3.5,6.5,1.0,265.0,68.1,10.0,264.0,3.22,1.88,0.35,0.5,834.0,-4.0,590.0,50.0,0.0,0.0,,2023 Spring,
CR0WN, NL,22.0,54.5,3.6,3.0,2.4,5.7,8.3,396.0,54.4,23.1,551.0,1.25,0.35,0.19,0.16,2.0,-1.0,-34.0,13.6,13.6,0.0,5.0,2023 Spring,
Cabochard, FR,18.0,38.9,2.0,2.0,2.8,3.6,8.1,374.0,52.4,21.0,441.0,1.02,0.26,0.21,0.15,296.0,8.0,138.0,22.2,22.2,0.0,2.0,2023 Spring,
Caliste, FR,22.0,54.5,3.5,4.1,2.6,5.2,9.5,450.0,68.2,30.3,658.0,1.18,0.29,0.32,0.05,430.0,9.0,452.0,18.2,18.2,1.0,8.0,2023 Spring,
Calix, KR,27.0,59.3,4.0,3.0,2.3,6.0,8.3,387.0,62.5,30.2,617.0,1.13,0.25,0.24,0.18,-167.0,-4.0,-100.0,37.0,7.4,0.0,19.0,2023 Spring,
Callme, KR,26.0,53.8,3.4,2.9,2.5,5.7,8.9,403.0,68.0,29.3,618.0,1.2,0.17,0.27,0.16,85.0,4.0,227.0,30.8,11.5,0.0,3.0,2023 Spring,
Calmsky, PT,31.0,45.2,2.7,1.8,3.8,8.5,1.1,263.0,78.9,13.2,290.0,2.82,1.15,0.38,0.37,306.0,-3.0,-0.0,38.7,9.7,0.0,5.0,2023 Spring,
Calumnia, PH,18.0,16.7,1.6,2.3,4.0,3.9,7.9,352.0,62.7,25.6,505.0,1.2,0.25,0.24,0.15,-708.0,-9.0,-284.0,11.1,16.7,0.0,4.0,2023 Spring,
Camanagazo, TR,4.0,0.0,1.5,1.5,2.5,2.3,7.4,332.0,59.0,20.0,392.0,0.96,0.4,0.2,0.16,-526.0,-12.0,-438.0,0.0,0.0,0.0,,2023 Spring,
Campello, BR,14.0,7.1,1.1,3.1,5.2,2.4,7.2,366.0,47.4,27.9,581.0,0.64,0.21,0.11,0.02,-109.0,1.0,-44.0,35.7,21.4,0.0,16.0,2023 Spring,
Canna, KR,44.0,61.4,3.8,2.3,1.6,4.0,8.6,391.0,51.3,21.0,478.0,1.12,0.34,0.18,0.23,208.0,6.0,124.0,18.2,13.6,0.0,11.0,2023 Spring,
Canyon, KR,44.0,61.4,4.5,2.1,1.8,5.9,5.6,334.0,69.0,14.0,311.0,1.92,0.42,0.44,0.37,183.0,-1.0,113.0,45.5,4.5,0.0,3.0,2023 Spring,
Caps, DK,47.0,70.2,3.5,3.5,3.0,7.1,7.9,411.0,58.1,21.6,528.0,1.11,0.29,0.22,0.09,137.0,-3.0,50.0,14.9,17.0,0.0,22.0,2023 Spring,
Care, CN,39.0,33.3,3.3,3.4,2.5,4.9,8.4,394.0,68.3,24.8,493.0,,,,,,,,,,,,2023 Spring,
Carfe, KR,46.0,37.0,2.9,3.4,2.7,4.5,9.0,406.0,59.7,23.7,486.0,1.36,0.37,0.33,0.16,-495.0,-8.0,-386.0,37.0,10.9,0.0,7.0,2023 Spring,
Cariok, BR,33.0,57.6,3.0,1.7,2.9,6.8,5.3,323.0,66.2,14.7,311.0,1.72,0.39,0.45,0.4,-95.0,-2.0,-139.0,27.3,15.2,0.0,1.0,2023 Spring,
Carlsen, DK,27.0,51.9,3.2,2.7,2.3,4.6,8.3,394.0,52.5,22.4,511.0,0.8,0.18,0.16,0.1,33.0,1.0,119.0,11.1,11.1,0.0,13.0,2023 Spring,
Carry, TR,15.0,33.3,2.7,1.5,4.1,9.7,0.9,251.0,67.3,11.6,273.0,2.95,0.94,0.32,0.38,96.0,-1.0,278.0,33.3,13.3,0.0,1.0,2023 Spring,
Carzzy, CZ,59.0,57.6,3.4,4.7,2.8,4.8,9.2,450.0,61.6,29.9,697.0,1.21,0.38,0.28,0.05,-128.0,-2.0,-126.0,13.6,10.2,1.0,7.0,2023 Spring,
Cassin, KR,34.0,32.4,1.9,2.1,3.9,5.4,5.4,323.0,70.7,15.3,313.0,1.54,0.38,0.35,0.34,19.0,4.0,156.0,29.4,23.5,0.0,5.0,2023 Spring,
Casting, KR,20.0,50.0,3.6,2.2,2.1,5.5,8.1,395.0,52.9,23.4,501.0,1.23,0.23,0.2,0.22,349.0,6.0,344.0,10.0,15.0,1.0,6.0,2023 Spring,
Castle, KR,41.0,63.4,2.8,2.2,2.6,4.9,8.1,383.0,52.5,21.4,454.0,1.11,0.4,0.18,0.27,-112.0,0.0,-71.0,7.3,12.2,0.0,9.0,2023 Spring,
Catra, PL,18.0,27.8,1.8,1.2,5.8,9.2,1.2,244.0,69.6,10.8,223.0,3.04,1.04,0.47,0.25,63.0,3.0,115.0,33.3,11.1,0.0,2.0,2023 Spring,
Caucha, PT,31.0,45.2,2.4,2.0,2.5,3.7,7.4,363.0,43.7,19.9,409.0,1.05,0.29,0.15,0.08,-301.0,-6.0,-70.0,19.4,3.2,0.0,9.0,2023 Spring,
Cavalo, BR,18.0,27.8,3.1,0.9,2.7,7.2,0.8,235.0,77.2,10.8,235.0,3.06,1.46,0.43,0.52,-231.0,-3.0,-81.0,22.2,22.2,0.0,,2023 Spring,
Cayetano, ES,18.0,38.9,3.1,3.2,2.5,4.6,8.2,380.0,65.2,27.9,596.0,1.15,0.26,0.19,0.1,-76.0,1.0,198.0,22.2,16.7,0.0,2.0,2023 Spring,
Cboi, DK,32.0,68.8,3.1,2.2,3.6,9.2,5.2,342.0,68.0,14.1,355.0,1.73,0.35,0.37,0.21,-17.0,1.0,-53.0,50.0,6.3,0.0,2.0,2023 Spring,
Celo, BR,33.0,54.5,5.0,4.5,2.2,6.2,8.6,421.0,67.8,30.0,687.0,1.47,0.42,0.38,0.2,-242.0,-6.0,-8.0,21.2,3.0,0.0,6.0,2023 Spring,
Centulion, GR,8.0,37.5,2.7,0.9,3.8,9.3,0.9,241.0,70.8,8.6,197.0,3.05,1.03,0.51,0.34,-307.0,5.0,-85.0,25.0,12.5,0.0,,2023 Spring,
Ceo, AR,43.0,53.5,4.0,4.2,2.6,6.2,8.5,418.0,67.4,25.8,601.0,1.7,0.5,0.33,0.2,-182.0,-6.0,6.0,34.9,11.6,0.0,7.0,2023 Spring,
Ceos, BR,35.0,65.7,4.4,0.9,2.3,9.5,1.0,240.0,71.4,7.2,158.0,2.73,1.36,0.32,0.45,109.0,5.0,118.0,25.7,2.9,0.0,,2023 Spring,
Cerecof, FR,28.0,57.1,2.9,0.8,3.9,10.6,1.0,244.0,71.3,7.9,177.0,2.48,1.01,0.28,0.34,-229.0,-1.0,-310.0,35.7,14.3,0.0,,2023 Spring,
Ch1Chi,,10.0,10.0,0.8,0.8,3.2,1.6,7.0,310.0,25.9,21.6,370.0,0.71,0.24,0.12,0.1,-787.0,-22.0,-577.0,0.0,10.0,0.0,3.0,2023 Spring,
Cha, TW,3.0,66.7,3.4,0.7,3.7,11.7,0.8,260.0,82.6,10.5,260.0,4.21,1.35,0.66,0.46,455.0,-9.0,315.0,33.3,33.3,0.0,,2023 Spring,
Chad, US,37.0,48.6,2.7,2.6,3.6,7.1,5.1,334.0,66.2,13.9,327.0,1.24,0.18,0.31,0.21,-45.0,-4.0,-58.0,21.6,10.8,0.0,2.0,2023 Spring,
Charca, CZ,13.0,46.2,3.6,3.3,2.6,6.1,7.7,393.0,56.6,25.5,627.0,0.9,0.25,0.23,0.07,-109.0,-4.0,-285.0,15.4,7.7,0.0,2.0,2023 Spring,
Chasy, KR,59.0,57.6,3.3,3.1,2.6,5.5,8.0,401.0,54.8,22.8,541.0,1.12,0.38,0.19,0.19,476.0,7.0,242.0,18.6,16.9,0.0,22.0,2023 Spring,
Chayon, CN,2.0,50.0,2.7,3.5,3.0,4.5,9.0,420.0,63.1,21.0,555.0,0.92,0.38,0.2,0.1,364.0,1.0,126.0,50.0,0.0,0.0,1.0,2023 Spring,
Chazz, AU,21.0,57.1,4.2,4.6,2.3,5.2,9.0,428.0,69.8,28.7,650.0,0.9,0.29,0.2,0.11,251.0,1.0,92.0,14.3,9.5,0.0,2.0,2023 Spring,
Chemera, GB,18.0,33.3,1.8,0.9,4.2,6.8,0.9,236.0,62.0,9.9,214.0,2.62,0.76,0.38,0.27,-65.0,-3.0,-434.0,5.6,11.1,0.0,,2023 Spring,
Cheoni, KR,38.0,34.2,3.7,4.2,2.2,3.9,9.7,433.0,73.3,32.8,676.0,1.15,0.29,0.32,0.14,-287.0,0.0,-300.0,18.4,0.0,0.0,2.0,2023 Spring,
Chieftain, KR,19.0,36.8,2.1,1.4,2.8,4.5,5.3,308.0,63.5,13.0,253.0,1.75,0.28,0.43,0.3,-308.0,8.0,-81.0,26.3,21.1,0.0,,2023 Spring,
Chime, CA,22.0,40.9,4.4,0.4,2.1,9.0,0.7,228.0,77.2,8.8,197.0,2.91,1.23,0.39,0.32,-76.0,1.0,-30.0,13.6,4.5,0.0,,2023 Spring,
Chippys, NZ,17.0,52.9,3.3,3.2,2.4,4.8,7.9,406.0,50.8,23.7,526.0,1.02,0.37,0.15,0.17,-143.0,-1.0,-208.0,11.8,5.9,0.0,6.0,2023 Spring,
Chovy, KR,59.0,67.8,6.1,3.6,1.5,5.6,9.1,428.0,65.6,27.4,627.0,1.7,0.43,0.39,0.18,255.0,6.0,155.0,16.9,8.5,0.0,16.0,2023 Spring,
Chrisberg, DK,14.0,42.9,4.0,5.8,2.9,5.5,9.9,470.0,69.3,28.7,662.0,0.91,0.17,0.28,0.01,436.0,7.0,172.0,35.7,14.3,0.0,1.0,2023 Spring,
Cipher, LB,18.0,44.4,2.1,3.8,4.4,5.3,8.2,395.0,60.0,23.8,581.0,1.26,0.26,0.22,0.09,-119.0,-2.0,132.0,22.2,16.7,0.0,11.0,2023 Spring,
Cl0x, RS,32.0,75.0,5.5,0.8,2.2,11.5,0.8,237.0,78.0,6.5,149.0,2.56,1.22,0.28,0.32,-60.0,-8.0,-327.0,40.6,0.0,0.0,,2023 Spring,
Clear, KR,57.0,63.2,4.6,2.5,1.7,5.2,8.7,410.0,56.5,22.1,474.0,1.08,0.25,0.24,0.17,275.0,5.0,125.0,8.8,1.8,0.0,16.0,2023 Spring,
Cleaver, KR,42.0,26.2,1.9,2.2,3.5,4.3,8.1,367.0,57.1,23.4,511.0,0.93,0.21,0.18,0.21,-279.0,-4.0,-261.0,7.1,4.8,0.0,7.0,2023 Spring,
Click, IT,32.0,68.8,3.3,1.1,3.4,10.0,1.0,253.0,66.7,10.7,288.0,2.76,1.22,0.31,0.29,-42.0,-4.0,-232.0,25.0,15.6,0.0,1.0,2023 Spring,
Clid, KR,57.0,50.9,2.5,1.7,2.5,4.6,5.3,320.0,62.9,13.7,281.0,2.01,0.45,0.51,0.37,-61.0,-3.0,-48.0,36.8,10.5,0.0,9.0,2023 Spring,
Closer, TR,28.0,50.0,3.6,2.7,2.6,6.7,5.2,328.0,72.9,14.4,311.0,1.66,0.26,0.39,0.3,44.0,2.0,126.0,50.0,7.1,0.0,2.0,2023 Spring,
Clown, FR,8.0,25.0,1.3,1.6,5.4,5.6,4.7,303.0,74.7,17.7,339.0,1.16,0.09,0.27,0.13,-378.0,-6.0,-308.0,62.5,25.0,0.0,2.0,2023 Spring,
Clozer, KR,51.0,49.0,2.4,2.2,2.5,3.9,9.1,392.0,59.6,25.7,500.0,1.04,0.33,0.22,0.18,-6.0,2.0,122.0,15.7,13.7,0.0,15.0,2023 Spring,
Coldraa, TR,27.0,81.5,10.3,4.7,1.1,6.3,9.4,450.0,68.0,27.5,663.0,1.36,0.29,0.36,0.15,710.0,9.0,151.0,33.3,0.0,0.0,1.0,2023 Spring,
Color, PL,33.0,69.7,3.0,2.5,2.8,5.8,7.4,385.0,43.8,22.2,546.0,1.01,0.31,0.19,0.07,148.0,3.0,127.0,18.2,15.2,0.0,19.0,2023 Spring,
Comeback, RO,14.0,42.9,4.3,4.6,2.4,5.9,8.3,405.0,66.5,31.5,746.0,1.0,0.35,0.14,0.14,-2.0,-3.0,85.0,7.1,7.1,0.0,7.0,2023 Spring,
Comp, GR,38.0,44.7,4.2,3.6,2.0,4.9,9.8,443.0,60.7,27.4,608.0,1.22,0.42,0.28,0.13,14.0,1.0,115.0,15.8,10.5,1.0,3.0,2023 Spring,
Concept, US,41.0,58.5,2.6,2.7,2.9,4.9,7.8,386.0,49.6,19.9,443.0,0.78,0.3,0.1,0.15,-271.0,-2.0,-48.0,19.5,19.5,0.0,13.0,2023 Spring,
Conse, AT,14.0,28.6,2.7,1.6,2.3,4.6,8.1,371.0,40.9,21.2,421.0,0.88,0.26,0.11,0.1,-85.0,1.0,136.0,21.4,14.3,0.0,1.0,2023 Spring,
Contractz, US,26.0,42.3,2.7,2.3,3.1,5.9,5.4,317.0,68.0,17.5,384.0,1.51,0.27,0.39,0.25,4.0,-2.0,-4.0,30.8,7.7,0.0,1.0,2023 Spring,
Copy, CA,38.0,60.5,4.1,4.2,2.3,5.3,8.9,424.0,65.0,25.6,611.0,1.27,0.31,0.19,0.11,354.0,5.0,60.0,21.1,13.2,0.0,10.0,2023 Spring,
CoreJJ, KR,18.0,44.4,4.0,0.7,2.3,8.6,0.9,236.0,77.5,7.1,166.0,3.18,1.29,0.46,0.4,-1.0,2.0,43.0,27.8,5.6,0.0,2.0,2023 Spring,
Corporal, AU,44.0,50.0,3.3,0.6,2.7,8.3,0.9,235.0,71.7,8.6,174.0,2.47,1.21,0.34,0.38,-120.0,2.0,24.0,31.8,9.1,0.0,,2023 Spring,
Cospect, EE,12.0,41.7,1.5,0.5,4.0,5.3,1.6,238.0,46.6,8.6,159.0,3.0,0.78,0.59,0.27,-146.0,11.0,-306.0,8.3,16.7,0.0,,2023 Spring,
Courage, KR,42.0,26.2,2.2,2.0,3.5,5.9,4.9,312.0,71.2,15.5,343.0,1.47,0.29,0.32,0.27,24.0,-5.0,-84.0,33.3,16.7,0.0,4.0,2023 Spring,
Creme, CN,60.0,55.0,3.7,3.5,2.3,5.0,8.9,416.0,67.2,27.2,593.0,,,,,,,,,,,,2023 Spring,
Creon, IT,18.0,50.0,4.3,5.8,2.8,6.1,8.6,440.0,65.3,25.8,644.0,0.98,0.23,0.22,0.1,-2.0,-1.0,-41.0,33.3,11.1,0.0,9.0,2023 Spring,
Crisp, CN,42.0,59.5,4.2,0.8,2.5,9.5,0.8,245.0,76.4,7.8,169.0,,,,,,,,,,,,2023 Spring,
CrjaY, BR,1.0,0.0,0.8,0.0,6.0,5.0,4.2,273.0,55.6,8.8,146.0,1.17,0.4,0.23,0.37,-541.0,-17.0,-475.0,0.0,0.0,0.0,,2023 Spring,
Croc, KR,35.0,65.7,3.3,2.6,3.1,7.7,5.1,337.0,72.4,13.7,298.0,1.56,0.35,0.37,0.34,-129.0,-2.0,-69.0,31.4,11.4,0.0,3.0,2023 Spring,
Croco, KR,29.0,20.7,1.7,1.4,3.1,3.9,4.9,295.0,67.1,15.5,325.0,1.59,0.26,0.41,0.32,-313.0,-2.0,-194.0,17.2,10.3,0.0,1.0,2023 Spring,
Croniik, ES,14.0,42.9,2.8,2.3,3.6,7.9,5.3,322.0,69.2,16.4,370.0,1.32,0.23,0.33,0.24,-378.0,3.0,54.0,28.6,0.0,0.0,1.0,2023 Spring,
Crownie, SI,36.0,63.9,5.9,5.1,1.9,5.8,9.7,459.0,69.5,29.9,644.0,1.41,0.41,0.41,0.11,272.0,5.0,127.0,27.8,2.8,2.0,2.0,2023 Spring,
Crowno, AT,31.0,61.3,2.2,2.1,3.6,5.7,6.9,364.0,53.2,21.6,550.0,1.29,0.45,0.2,0.18,-198.0,-5.0,-84.0,9.7,29.0,0.0,20.0,2023 Spring,
Crunchy, NL,1.0,0.0,0.5,0.0,4.0,2.0,1.2,197.0,33.3,5.6,86.0,2.75,0.0,0.43,0.4,-718.0,13.0,-677.0,0.0,0.0,0.0,,2023 Spring,
Cryscata, TW,27.0,55.6,4.0,4.5,2.4,5.3,9.1,440.0,72.8,31.2,686.0,1.34,0.31,0.41,0.16,187.0,-0.0,8.0,22.2,18.5,0.0,3.0,2023 Spring,
Cube, CN,40.0,37.5,2.2,1.9,2.6,3.7,8.2,373.0,45.1,20.0,424.0,,,,,,,,,,,,2023 Spring,
Cuzz, KR,60.0,61.7,4.3,2.4,1.9,5.9,5.8,336.0,72.5,15.2,298.0,2.0,0.31,0.55,0.3,56.0,2.0,52.0,31.7,6.7,0.0,11.0,2023 Spring,
Cybonox, NL,4.0,0.0,1.5,2.0,4.3,4.3,5.0,307.0,63.5,14.1,339.0,0.93,0.24,0.19,0.22,-392.0,-0.0,-6.0,25.0,25.0,0.0,2.0,2023 Spring,
Czajek, PL,18.0,50.0,3.3,2.6,2.6,5.8,8.7,387.0,65.3,28.4,574.0,1.13,0.28,0.21,0.19,-180.0,-5.0,-374.0,22.2,11.1,0.0,2.0,2023 Spring,
Czekolad, PL,18.0,44.4,3.8,3.5,2.5,5.9,8.5,403.0,70.4,26.1,684.0,1.18,0.34,0.21,0.16,41.0,-2.0,-81.0,11.1,0.0,0.0,4.0,2023 Spring,
D4SH, PT,29.0,44.8,2.8,2.5,3.1,6.2,5.2,332.0,68.6,15.5,328.0,1.47,0.3,0.34,0.27,-196.0,-4.0,-183.0,44.8,13.8,0.0,2.0,2023 Spring,
D4nKa, DE,21.0,42.9,2.3,1.8,4.0,7.3,4.9,320.0,66.9,14.1,349.0,1.2,0.16,0.29,0.11,-434.0,-6.0,-425.0,28.6,14.3,0.0,2.0,2023 Spring,BISONS ECLUB
DANKI, MK,14.0,35.7,3.3,3.0,2.3,4.6,7.4,374.0,55.8,21.7,482.0,0.9,0.26,0.13,0.1,-612.0,-10.0,-147.0,7.1,21.4,0.0,5.0,2023 Spring,
DDahyuk, KR,47.0,34.0,2.1,1.9,3.1,4.7,7.7,362.0,54.4,21.2,471.0,0.94,0.23,0.2,0.16,-391.0,-8.0,-180.0,14.9,10.6,0.0,8.0,2023 Spring,
DDoiV, KR,6.0,0.0,1.3,1.2,3.7,3.5,4.5,289.0,68.3,14.6,241.0,1.5,0.5,0.33,0.38,-836.0,-25.0,-968.0,33.3,0.0,0.0,1.0,2023 Spring,
DNK, VN,50.0,56.0,3.1,2.5,3.2,7.4,5.2,338.0,70.5,15.1,312.0,1.74,0.28,0.4,0.31,-177.0,-5.0,-123.0,32.0,10.0,0.0,8.0,2023 Spring,
DONGGY, AU,17.0,52.9,5.9,3.4,1.7,6.8,7.9,390.0,64.8,21.5,474.0,1.23,0.37,0.22,0.23,-28.0,-1.0,129.0,41.2,0.0,0.0,3.0,2023 Spring,
DUMBAO, PT,13.0,30.8,2.2,2.6,3.5,4.9,7.4,358.0,51.0,22.2,512.0,0.75,0.18,0.12,0.05,233.0,7.0,220.0,23.1,7.7,0.0,12.0,2023 Spring,
DVLK, CZ,9.0,55.6,3.3,5.1,3.4,6.1,8.6,425.0,63.8,28.8,682.0,1.02,0.24,0.15,0.11,422.0,2.0,41.0,44.4,11.1,0.0,4.0,2023 Spring,
DaJeung, KR,10.0,10.0,1.2,2.1,3.5,2.0,7.7,341.0,58.7,26.4,463.0,0.66,0.24,0.1,0.07,-693.0,-9.0,-665.0,20.0,0.0,0.0,2.0,2023 Spring,
DaMa, EG,6.0,33.3,2.6,4.3,4.5,7.2,9.2,430.0,69.2,25.9,578.0,1.04,0.07,0.26,0.09,-671.0,-15.0,-80.0,33.3,0.0,0.0,,2023 Spring,
Daglas, PL,18.0,50.0,3.3,2.8,3.0,7.1,6.0,348.0,79.4,16.5,342.0,1.59,0.17,0.35,0.2,492.0,8.0,478.0,38.9,11.1,0.0,2.0,2023 Spring,
DahVys, ES,32.0,68.8,4.8,3.7,2.4,8.0,5.6,356.0,73.4,16.0,381.0,1.42,0.27,0.33,0.28,299.0,7.0,52.0,34.4,6.3,0.0,6.0,2023 Spring,
Dajor, DE,17.0,35.3,2.3,2.6,2.9,4.0,8.1,377.0,50.4,24.4,513.0,1.21,0.42,0.19,0.19,-476.0,-9.0,-330.0,17.6,0.0,0.0,4.0,2023 Spring,
Dal, KR,61.0,55.7,2.6,2.7,2.8,4.5,7.7,379.0,54.1,21.7,483.0,0.94,0.27,0.15,0.19,-81.0,-1.0,-143.0,16.4,18.0,0.0,18.0,2023 Spring,
Damage, BR,33.0,57.6,3.3,0.3,2.8,8.9,0.9,229.0,71.8,6.9,142.0,3.04,1.51,0.4,0.5,-8.0,0.0,-92.0,24.2,6.1,0.0,,2023 Spring,
Damkex, PL,18.0,27.8,2.6,2.6,2.6,4.1,8.8,391.0,66.8,26.4,551.0,1.13,0.3,0.26,0.13,-472.0,-1.0,-133.0,16.7,22.2,0.0,2.0,2023 Spring,
Danteh, NZ,8.0,37.5,2.8,3.6,2.6,3.8,8.7,405.0,75.4,28.9,539.0,0.99,0.24,0.23,0.04,12.0,2.0,72.0,37.5,12.5,0.0,,2023 Spring,
Dany, CZ,42.0,52.4,2.9,4.4,3.3,5.3,8.4,417.0,59.4,24.2,556.0,1.17,0.35,0.29,0.12,-382.0,-7.0,-191.0,23.8,7.1,2.0,7.0,2023 Spring,
