hist_id,Country,Games,Win rate,KDA,Avg kills,Avg deaths,Avg assists,CS-Min,Gold-Min,KP%,DMG%,DP-Min,Vision Puntuation Min,Avg Wards Min,Avg Wards Cleared Min,Avg Vision Wards Min,Gold Difference Min-15,CS Difference Min-15,XP Difference Min-15,First Blood Participation %,First Blood Victim %,Penta Kills,Solo Kills,Split,Team,Player
145,Brasil,21,47.6,4.2,4.0,2.3,5.5,8.9,426.0,66.0,27.0,661.0,1.41,0.39,0.37,0.21,0.0,-1.0,84.0,33.3,9.5,0.0,,1,,452
146,China,45,48.9,2.4,2.1,2.6,4.3,8.2,385.0,50.9,23.7,498.0,,,,,,,,,,,,1,,458
147,USA,38,60.5,4.5,0.8,2.4,10.3,1.3,253.0,74.5,8.4,195.0,2.91,1.18,0.38,0.34,132.0,3.0,141.0,23.7,15.8,0.0,1.0,1,,460
148,Czech Republic,14,21.4,1.6,2.0,3.6,3.8,6.7,325.0,43.0,17.8,377.0,0.81,0.27,0.07,0.09,-1016.0,-13.0,-516.0,0.0,7.1,0.0,2.0,1,,467
149,Germany,47,70.2,4.8,4.0,2.2,6.3,7.5,411.0,56.9,22.2,544.0,1.04,0.48,0.15,0.18,153.0,-6.0,-46.0,23.4,10.6,0.0,22.0,1,,468
150,Turkey,12,58.3,4.4,0.5,2.8,11.7,0.9,257.0,77.6,7.8,181.0,2.84,0.82,0.42,0.36,44.0,-6.0,-216.0,33.3,16.7,0.0,,1,,469
151,Unknown,2,50.0,2.0,1.0,4.0,7.0,6.4,328.0,38.3,14.5,372.0,1.19,0.28,0.11,0.19,-496.0,-24.0,88.0,0.0,50.0,0.0,1.0,1,,472
152,Taiwan,18,44.4,2.7,3.1,2.9,4.9,9.2,423.0,66.3,29.2,599.0,1.41,0.28,0.39,0.19,-9.0,3.0,-55.0,22.2,16.7,0.0,1.0,1,,474
153,Poland,35,65.7,4.7,4.3,2.9,9.3,5.8,371.0,75.3,17.4,438.0,1.42,0.39,0.31,0.26,209.0,9.0,308.0,34.3,2.9,0.0,9.0,1,,477
154,Uruguay,16,31.3,1.7,2.8,3.5,3.2,8.5,390.0,61.1,27.2,550.0,0.78,0.23,0.14,0.08,49.0,-1.0,-182.0,31.3,12.5,0.0,8.0,1,,482
155,South Korea,18,44.4,2.6,2.1,3.3,6.6,5.3,323.0,78.1,16.1,369.0,1.72,0.35,0.4,0.26,-313.0,-8.0,-179.0,38.9,5.6,0.0,2.0,1,,484
156,South Korea,42,26.2,3.5,3.6,2.2,4.1,8.9,419.0,66.3,23.9,528.0,1.01,0.33,0.27,0.17,376.0,7.0,84.0,38.1,0.0,0.0,9.0,1,,485
157,New Zeland,8,37.5,2.7,0.8,2.9,7.0,0.6,236.0,79.3,9.4,177.0,2.27,0.79,0.26,0.22,55.0,0.0,-233.0,50.0,0.0,0.0,,1,,486
158,South Korea,45,37.8,2.4,2.0,2.5,3.8,8.8,389.0,62.2,27.8,567.0,1.12,0.35,0.2,0.24,3.0,-3.0,-96.0,20.0,11.1,0.0,8.0,1,,487
159,Austria,18,16.7,2.9,3.2,2.7,4.5,8.4,379.0,72.2,24.2,468.0,0.94,0.27,0.24,0.12,-327.0,-10.0,-106.0,27.8,0.0,0.0,3.0,1,,491
160,China,6,33.3,1.8,0.2,3.0,5.3,0.7,227.0,56.6,14.1,283.0,,,,,,,,,,,,1,,492
161,South Korea,51,49.0,2.3,1.9,2.2,3.1,8.6,381.0,45.3,22.4,441.0,1.08,0.31,0.23,0.21,-338.0,-6.0,-265.0,13.7,7.8,0.0,17.0,1,,495
162,USA,28,50.0,3.7,0.6,2.8,9.6,0.8,231.0,79.7,8.8,185.0,2.84,1.31,0.36,0.36,-164.0,-0.0,-58.0,46.4,7.1,0.0,1.0,1,,502
163,Slovakia,13,30.8,3.5,4.4,2.6,4.7,8.9,437.0,64.4,28.0,674.0,1.24,0.25,0.32,0.08,308.0,8.0,-172.0,7.7,0.0,1.0,3.0,1,,505
164,South Korea,33,57.6,5.4,4.1,1.7,5.1,9.6,441.0,71.1,30.1,647.0,1.65,0.41,0.4,0.17,-40.0,2.0,146.0,18.2,9.1,0.0,5.0,1,,506
165,South Korea,10,30.0,2.4,1.4,3.0,5.8,4.9,313.0,73.3,15.0,309.0,1.33,0.24,0.34,0.23,-49.0,-3.0,-72.0,30.0,0.0,0.0,1.0,1,,510
166,Vietnam,4,100.0,6.7,1.0,1.8,10.8,1.2,286.0,67.1,9.9,222.0,3.34,1.62,0.48,0.37,452.0,2.0,441.0,25.0,0.0,0.0,,1,,512
167,China,2,50.0,2.4,2.0,3.5,6.5,1.0,265.0,68.1,10.0,264.0,3.22,1.88,0.35,0.5,834.0,-4.0,590.0,50.0,0.0,0.0,,1,,516
168,Netherlands,22,54.5,3.6,3.0,2.4,5.7,8.3,396.0,54.4,23.1,551.0,1.25,0.35,0.19,0.16,2.0,-1.0,-34.0,13.6,13.6,0.0,5.0,1,,518
169,France,18,38.9,2.0,2.0,2.8,3.6,8.1,374.0,52.4,21.0,441.0,1.02,0.26,0.21,0.15,296.0,8.0,138.0,22.2,22.2,0.0,2.0,1,,520
170,France,22,54.5,3.5,4.1,2.6,5.2,9.5,450.0,68.2,30.3,658.0,1.18,0.29,0.32,0.05,430.0,9.0,452.0,18.2,18.2,1.0,8.0,1,,528
171,South Korea,27,59.3,4.0,3.0,2.3,6.0,8.3,387.0,62.5,30.2,617.0,1.13,0.25,0.24,0.18,-167.0,-4.0,-100.0,37.0,7.4,0.0,19.0,1,,529
172,South Korea,26,53.8,3.4,2.9,2.5,5.7,8.9,403.0,68.0,29.3,618.0,1.2,0.17,0.27,0.16,85.0,4.0,227.0,30.8,11.5,0.0,3.0,1,,531
173,Portugal,31,45.2,2.7,1.8,3.8,8.5,1.1,263.0,78.9,13.2,290.0,2.82,1.15,0.38,0.37,306.0,-3.0,-0.0,38.7,9.7,0.0,5.0,1,,533
174,Philippines,18,16.7,1.6,2.3,4.0,3.9,7.9,352.0,62.7,25.6,505.0,1.2,0.25,0.24,0.15,-708.0,-9.0,-284.0,11.1,16.7,0.0,4.0,1,,535
175,Turkey,4,0.0,1.5,1.5,2.5,2.3,7.4,332.0,59.0,20.0,392.0,0.96,0.4,0.2,0.16,-526.0,-12.0,-438.0,0.0,0.0,0.0,,1,,536
176,Brasil,14,7.1,1.1,3.1,5.2,2.4,7.2,366.0,47.4,27.9,581.0,0.64,0.21,0.11,0.02,-109.0,1.0,-44.0,35.7,21.4,0.0,16.0,1,,537
177,South Korea,44,61.4,3.8,2.3,1.6,4.0,8.6,391.0,51.3,21.0,478.0,1.12,0.34,0.18,0.23,208.0,6.0,124.0,18.2,13.6,0.0,11.0,1,,540
178,South Korea,44,61.4,4.5,2.1,1.8,5.9,5.6,334.0,69.0,14.0,311.0,1.92,0.42,0.44,0.37,183.0,-1.0,113.0,45.5,4.5,0.0,3.0,1,,541
179,Denmark,47,70.2,3.5,3.5,3.0,7.1,7.9,411.0,58.1,21.6,528.0,1.11,0.29,0.22,0.09,137.0,-3.0,50.0,14.9,17.0,0.0,22.0,1,,545
180,China,39,33.3,3.3,3.4,2.5,4.9,8.4,394.0,68.3,24.8,493.0,,,,,,,,,,,,1,,551
181,South Korea,46,37.0,2.9,3.4,2.7,4.5,9.0,406.0,59.7,23.7,486.0,1.36,0.37,0.33,0.16,-495.0,-8.0,-386.0,37.0,10.9,0.0,7.0,1,,552
182,Brasil,33,57.6,3.0,1.7,2.9,6.8,5.3,323.0,66.2,14.7,311.0,1.72,0.39,0.45,0.4,-95.0,-2.0,-139.0,27.3,15.2,0.0,1.0,1,,553
183,Denmark,27,51.9,3.2,2.7,2.3,4.6,8.3,394.0,52.5,22.4,511.0,0.8,0.18,0.16,0.1,33.0,1.0,119.0,11.1,11.1,0.0,13.0,1,,554
184,Turkey,15,33.3,2.7,1.5,4.1,9.7,0.9,251.0,67.3,11.6,273.0,2.95,0.94,0.32,0.38,96.0,-1.0,278.0,33.3,13.3,0.0,1.0,1,,556
185,Czech Republic,59,57.6,3.4,4.7,2.8,4.8,9.2,450.0,61.6,29.9,697.0,1.21,0.38,0.28,0.05,-128.0,-2.0,-126.0,13.6,10.2,1.0,7.0,1,,559
186,South Korea,34,32.4,1.9,2.1,3.9,5.4,5.4,323.0,70.7,15.3,313.0,1.54,0.38,0.35,0.34,19.0,4.0,156.0,29.4,23.5,0.0,5.0,1,,560
187,South Korea,20,50.0,3.6,2.2,2.1,5.5,8.1,395.0,52.9,23.4,501.0,1.23,0.23,0.2,0.22,349.0,6.0,344.0,10.0,15.0,1.0,6.0,1,,561
188,South Korea,41,63.4,2.8,2.2,2.6,4.9,8.1,383.0,52.5,21.4,454.0,1.11,0.4,0.18,0.27,-112.0,0.0,-71.0,7.3,12.2,0.0,9.0,1,,562
189,Poland,18,27.8,1.8,1.2,5.8,9.2,1.2,244.0,69.6,10.8,223.0,3.04,1.04,0.47,0.25,63.0,3.0,115.0,33.3,11.1,0.0,2.0,1,,565
190,Portugal,31,45.2,2.4,2.0,2.5,3.7,7.4,363.0,43.7,19.9,409.0,1.05,0.29,0.15,0.08,-301.0,-6.0,-70.0,19.4,3.2,0.0,9.0,1,,566
191,Brasil,18,27.8,3.1,0.9,2.7,7.2,0.8,235.0,77.2,10.8,235.0,3.06,1.46,0.43,0.52,-231.0,-3.0,-81.0,22.2,22.2,0.0,,1,,567
192,Spain,18,38.9,3.1,3.2,2.5,4.6,8.2,380.0,65.2,27.9,596.0,1.15,0.26,0.19,0.1,-76.0,1.0,198.0,22.2,16.7,0.0,2.0,1,,569
193,Denmark,32,68.8,3.1,2.2,3.6,9.2,5.2,342.0,68.0,14.1,355.0,1.73,0.35,0.37,0.21,-17.0,1.0,-53.0,50.0,6.3,0.0,2.0,1,,571
194,Brasil,33,54.5,5.0,4.5,2.2,6.2,8.6,421.0,67.8,30.0,687.0,1.47,0.42,0.38,0.2,-242.0,-6.0,-8.0,21.2,3.0,0.0,6.0,1,,578
195,Greece,8,37.5,2.7,0.9,3.8,9.3,0.9,241.0,70.8,8.6,197.0,3.05,1.03,0.51,0.34,-307.0,5.0,-85.0,25.0,12.5,0.0,,1,,579
196,Argentina,43,53.5,4.0,4.2,2.6,6.2,8.5,418.0,67.4,25.8,601.0,1.7,0.5,0.33,0.2,-182.0,-6.0,6.0,34.9,11.6,0.0,7.0,1,,580
197,Brasil,35,65.7,4.4,0.9,2.3,9.5,1.0,240.0,71.4,7.2,158.0,2.73,1.36,0.32,0.45,109.0,5.0,118.0,25.7,2.9,0.0,,1,,581
198,France,28,57.1,2.9,0.8,3.9,10.6,1.0,244.0,71.3,7.9,177.0,2.48,1.01,0.28,0.34,-229.0,-1.0,-310.0,35.7,14.3,0.0,,1,,583
199,Unknown,10,10.0,0.8,0.8,3.2,1.6,7.0,310.0,25.9,21.6,370.0,0.71,0.24,0.12,0.1,-787.0,-22.0,-577.0,0.0,10.0,0.0,3.0,1,,586
200,Taiwan,3,66.7,3.4,0.7,3.7,11.7,0.8,260.0,82.6,10.5,260.0,4.21,1.35,0.66,0.46,455.0,-9.0,315.0,33.3,33.3,0.0,,1,,587
201,USA,37,48.6,2.7,2.6,3.6,7.1,5.1,334.0,66.2,13.9,327.0,1.24,0.18,0.31,0.21,-45.0,-4.0,-58.0,21.6,10.8,0.0,2.0,1,,588
202,Czech Republic,13,46.2,3.6,3.3,2.6,6.1,7.7,393.0,56.6,25.5,627.0,0.9,0.25,0.23,0.07,-109.0,-4.0,-285.0,15.4,7.7,0.0,2.0,1,,595
203,South Korea,59,57.6,3.3,3.1,2.6,5.5,8.0,401.0,54.8,22.8,541.0,1.12,0.38,0.19,0.19,476.0,7.0,242.0,18.6,16.9,0.0,22.0,1,,599
204,China,2,50.0,2.7,3.5,3.0,4.5,9.0,420.0,63.1,21.0,555.0,0.92,0.38,0.2,0.1,364.0,1.0,126.0,50.0,0.0,0.0,1.0,1,,601
205,Australia,21,57.1,4.2,4.6,2.3,5.2,9.0,428.0,69.8,28.7,650.0,0.9,0.29,0.2,0.11,251.0,1.0,92.0,14.3,9.5,0.0,2.0,1,,602
206,United Kingdom,18,33.3,1.8,0.9,4.2,6.8,0.9,236.0,62.0,9.9,214.0,2.62,0.76,0.38,0.27,-65.0,-3.0,-434.0,5.6,11.1,0.0,,1,,609
207,South Korea,38,34.2,3.7,4.2,2.2,3.9,9.7,433.0,73.3,32.8,676.0,1.15,0.29,0.32,0.14,-287.0,0.0,-300.0,18.4,0.0,0.0,2.0,1,,613
208,South Korea,19,36.8,2.1,1.4,2.8,4.5,5.3,308.0,63.5,13.0,253.0,1.75,0.28,0.43,0.3,-308.0,8.0,-81.0,26.3,21.1,0.0,,1,,615
209,Canada,22,40.9,4.4,0.4,2.1,9.0,0.7,228.0,77.2,8.8,197.0,2.91,1.23,0.39,0.32,-76.0,1.0,-30.0,13.6,4.5,0.0,,1,,617
210,New Zeland,17,52.9,3.3,3.2,2.4,4.8,7.9,406.0,50.8,23.7,526.0,1.02,0.37,0.15,0.17,-143.0,-1.0,-208.0,11.8,5.9,0.0,6.0,1,,619
211,South Korea,59,67.8,6.1,3.6,1.5,5.6,9.1,428.0,65.6,27.4,627.0,1.7,0.43,0.39,0.18,255.0,6.0,155.0,16.9,8.5,0.0,16.0,1,,626
212,Denmark,14,42.9,4.0,5.8,2.9,5.5,9.9,470.0,69.3,28.7,662.0,0.91,0.17,0.28,0.01,436.0,7.0,172.0,35.7,14.3,0.0,1.0,1,,628
213,Lebanon,18,44.4,2.1,3.8,4.4,5.3,8.2,395.0,60.0,23.8,581.0,1.26,0.26,0.22,0.09,-119.0,-2.0,132.0,22.2,16.7,0.0,11.0,1,,638
214,Serbia and Montenegro,32,75.0,5.5,0.8,2.2,11.5,0.8,237.0,78.0,6.5,149.0,2.56,1.22,0.28,0.32,-60.0,-8.0,-327.0,40.6,0.0,0.0,,1,,642
215,South Korea,57,63.2,4.6,2.5,1.7,5.2,8.7,410.0,56.5,22.1,474.0,1.08,0.25,0.24,0.17,275.0,5.0,125.0,8.8,1.8,0.0,16.0,1,,648
216,South Korea,42,26.2,1.9,2.2,3.5,4.3,8.1,367.0,57.1,23.4,511.0,0.93,0.21,0.18,0.21,-279.0,-4.0,-261.0,7.1,4.8,0.0,7.0,1,,651
217,Italy,32,68.8,3.3,1.1,3.4,10.0,1.0,253.0,66.7,10.7,288.0,2.76,1.22,0.31,0.29,-42.0,-4.0,-232.0,25.0,15.6,0.0,1.0,1,,654
218,South Korea,57,50.9,2.5,1.7,2.5,4.6,5.3,320.0,62.9,13.7,281.0,2.01,0.45,0.51,0.37,-61.0,-3.0,-48.0,36.8,10.5,0.0,9.0,1,,655
219,Turkey,28,50.0,3.6,2.7,2.6,6.7,5.2,328.0,72.9,14.4,311.0,1.66,0.26,0.39,0.3,44.0,2.0,126.0,50.0,7.1,0.0,2.0,1,,656
220,France,8,25.0,1.3,1.6,5.4,5.6,4.7,303.0,74.7,17.7,339.0,1.16,0.09,0.27,0.13,-378.0,-6.0,-308.0,62.5,25.0,0.0,2.0,1,,659
221,South Korea,51,49.0,2.4,2.2,2.5,3.9,9.1,392.0,59.6,25.7,500.0,1.04,0.33,0.22,0.18,-6.0,2.0,122.0,15.7,13.7,0.0,15.0,1,,660
222,Turkey,27,81.5,10.3,4.7,1.1,6.3,9.4,450.0,68.0,27.5,663.0,1.36,0.29,0.36,0.15,710.0,9.0,151.0,33.3,0.0,0.0,1.0,1,,671
223,Poland,33,69.7,3.0,2.5,2.8,5.8,7.4,385.0,43.8,22.2,546.0,1.01,0.31,0.19,0.07,148.0,3.0,127.0,18.2,15.2,0.0,19.0,1,,672
224,Romania,14,42.9,4.3,4.6,2.4,5.9,8.3,405.0,66.5,31.5,746.0,1.0,0.35,0.14,0.14,-2.0,-3.0,85.0,7.1,7.1,0.0,7.0,1,,673
225,Greece,38,44.7,4.2,3.6,2.0,4.9,9.8,443.0,60.7,27.4,608.0,1.22,0.42,0.28,0.13,14.0,1.0,115.0,15.8,10.5,1.0,3.0,1,,674
226,USA,41,58.5,2.6,2.7,2.9,4.9,7.8,386.0,49.6,19.9,443.0,0.78,0.3,0.1,0.15,-271.0,-2.0,-48.0,19.5,19.5,0.0,13.0,1,,675
227,Austria,14,28.6,2.7,1.6,2.3,4.6,8.1,371.0,40.9,21.2,421.0,0.88,0.26,0.11,0.1,-85.0,1.0,136.0,21.4,14.3,0.0,1.0,1,,678
228,USA,26,42.3,2.7,2.3,3.1,5.9,5.4,317.0,68.0,17.5,384.0,1.51,0.27,0.39,0.25,4.0,-2.0,-4.0,30.8,7.7,0.0,1.0,1,,679
229,Canada,38,60.5,4.1,4.2,2.3,5.3,8.9,424.0,65.0,25.6,611.0,1.27,0.31,0.19,0.11,354.0,5.0,60.0,21.1,13.2,0.0,10.0,1,,683
230,South Korea,18,44.4,4.0,0.7,2.3,8.6,0.9,236.0,77.5,7.1,166.0,3.18,1.29,0.46,0.4,-1.0,2.0,43.0,27.8,5.6,0.0,2.0,1,,685
231,Australia,44,50.0,3.3,0.6,2.7,8.3,0.9,235.0,71.7,8.6,174.0,2.47,1.21,0.34,0.38,-120.0,2.0,24.0,31.8,9.1,0.0,,1,,687
232,Estonia,12,41.7,1.5,0.5,4.0,5.3,1.6,238.0,46.6,8.6,159.0,3.0,0.78,0.59,0.27,-146.0,11.0,-306.0,8.3,16.7,0.0,,1,,689
233,South Korea,42,26.2,2.2,2.0,3.5,5.9,4.9,312.0,71.2,15.5,343.0,1.47,0.29,0.32,0.27,24.0,-5.0,-84.0,33.3,16.7,0.0,4.0,1,,693
234,China,60,55.0,3.7,3.5,2.3,5.0,8.9,416.0,67.2,27.2,593.0,,,,,,,,,,,,1,,714
235,Italy,18,50.0,4.3,5.8,2.8,6.1,8.6,440.0,65.3,25.8,644.0,0.98,0.23,0.22,0.1,-2.0,-1.0,-41.0,33.3,11.1,0.0,9.0,1,,715
236,China,42,59.5,4.2,0.8,2.5,9.5,0.8,245.0,76.4,7.8,169.0,,,,,,,,,,,,1,,720
237,Brasil,1,0.0,0.8,0.0,6.0,5.0,4.2,273.0,55.6,8.8,146.0,1.17,0.4,0.23,0.37,-541.0,-17.0,-475.0,0.0,0.0,0.0,,1,,721
238,South Korea,35,65.7,3.3,2.6,3.1,7.7,5.1,337.0,72.4,13.7,298.0,1.56,0.35,0.37,0.34,-129.0,-2.0,-69.0,31.4,11.4,0.0,3.0,1,,722
239,South Korea,29,20.7,1.7,1.4,3.1,3.9,4.9,295.0,67.1,15.5,325.0,1.59,0.26,0.41,0.32,-313.0,-2.0,-194.0,17.2,10.3,0.0,1.0,1,,723
240,Spain,14,42.9,2.8,2.3,3.6,7.9,5.3,322.0,69.2,16.4,370.0,1.32,0.23,0.33,0.24,-378.0,3.0,54.0,28.6,0.0,0.0,1.0,1,,726
241,Slovenia,36,63.9,5.9,5.1,1.9,5.8,9.7,459.0,69.5,29.9,644.0,1.41,0.41,0.41,0.11,272.0,5.0,127.0,27.8,2.8,2.0,2.0,1,,731
242,Austria,31,61.3,2.2,2.1,3.6,5.7,6.9,364.0,53.2,21.6,550.0,1.29,0.45,0.2,0.18,-198.0,-5.0,-84.0,9.7,29.0,0.0,20.0,1,,732
243,Netherlands,1,0.0,0.5,0.0,4.0,2.0,1.2,197.0,33.3,5.6,86.0,2.75,0.0,0.43,0.4,-718.0,13.0,-677.0,0.0,0.0,0.0,,1,,735
244,Taiwan,27,55.6,4.0,4.5,2.4,5.3,9.1,440.0,72.8,31.2,686.0,1.34,0.31,0.41,0.16,187.0,-0.0,8.0,22.2,18.5,0.0,3.0,1,,739
245,China,40,37.5,2.2,1.9,2.6,3.7,8.2,373.0,45.1,20.0,424.0,,,,,,,,,,,,1,,742
246,South Korea,60,61.7,4.3,2.4,1.9,5.9,5.8,336.0,72.5,15.2,298.0,2.0,0.31,0.55,0.3,56.0,2.0,52.0,31.7,6.7,0.0,11.0,1,,748
247,Netherlands,4,0.0,1.5,2.0,4.3,4.3,5.0,307.0,63.5,14.1,339.0,0.93,0.24,0.19,0.22,-392.0,-0.0,-6.0,25.0,25.0,0.0,2.0,1,,750
248,Poland,18,50.0,3.3,2.6,2.6,5.8,8.7,387.0,65.3,28.4,574.0,1.13,0.28,0.21,0.19,-180.0,-5.0,-374.0,22.2,11.1,0.0,2.0,1,,751
249,Poland,18,44.4,3.8,3.5,2.5,5.9,8.5,403.0,70.4,26.1,684.0,1.18,0.34,0.21,0.16,41.0,-2.0,-81.0,11.1,0.0,0.0,4.0,1,,753
250,Portugal,29,44.8,2.8,2.5,3.1,6.2,5.2,332.0,68.6,15.5,328.0,1.47,0.3,0.34,0.27,-196.0,-4.0,-183.0,44.8,13.8,0.0,2.0,1,,754
251,Germany,21,42.9,2.3,1.8,4.0,7.3,4.9,320.0,66.9,14.1,349.0,1.2,0.16,0.29,0.11,-434.0,-6.0,-425.0,28.6,14.3,0.0,2.0,1,3,755
252,North Macedonia,14,35.7,3.3,3.0,2.3,4.6,7.4,374.0,55.8,21.7,482.0,0.9,0.26,0.13,0.1,-612.0,-10.0,-147.0,7.1,21.4,0.0,5.0,1,,757
253,South Korea,47,34.0,2.1,1.9,3.1,4.7,7.7,362.0,54.4,21.2,471.0,0.94,0.23,0.2,0.16,-391.0,-8.0,-180.0,14.9,10.6,0.0,8.0,1,,760
254,South Korea,6,0.0,1.3,1.2,3.7,3.5,4.5,289.0,68.3,14.6,241.0,1.5,0.5,0.33,0.38,-836.0,-25.0,-968.0,33.3,0.0,0.0,1.0,1,,761
255,Vietnam,50,56.0,3.1,2.5,3.2,7.4,5.2,338.0,70.5,15.1,312.0,1.74,0.28,0.4,0.31,-177.0,-5.0,-123.0,32.0,10.0,0.0,8.0,1,,765
256,Australia,17,52.9,5.9,3.4,1.7,6.8,7.9,390.0,64.8,21.5,474.0,1.23,0.37,0.22,0.23,-28.0,-1.0,129.0,41.2,0.0,0.0,3.0,1,,766
257,Portugal,13,30.8,2.2,2.6,3.5,4.9,7.4,358.0,51.0,22.2,512.0,0.75,0.18,0.12,0.05,233.0,7.0,220.0,23.1,7.7,0.0,12.0,1,,769
258,Czech Republic,9,55.6,3.3,5.1,3.4,6.1,8.6,425.0,63.8,28.8,682.0,1.02,0.24,0.15,0.11,422.0,2.0,41.0,44.4,11.1,0.0,4.0,1,,770
259,South Korea,10,10.0,1.2,2.1,3.5,2.0,7.7,341.0,58.7,26.4,463.0,0.66,0.24,0.1,0.07,-693.0,-9.0,-665.0,20.0,0.0,0.0,2.0,1,,771
260,Egypt,6,33.3,2.6,4.3,4.5,7.2,9.2,430.0,69.2,25.9,578.0,1.04,0.07,0.26,0.09,-671.0,-15.0,-80.0,33.3,0.0,0.0,,1,,772
261,Poland,18,50.0,3.3,2.8,3.0,7.1,6.0,348.0,79.4,16.5,342.0,1.59,0.17,0.35,0.2,492.0,8.0,478.0,38.9,11.1,0.0,2.0,1,,774
262,Spain,32,68.8,4.8,3.7,2.4,8.0,5.6,356.0,73.4,16.0,381.0,1.42,0.27,0.33,0.28,299.0,7.0,52.0,34.4,6.3,0.0,6.0,1,,775
263,Germany,17,35.3,2.3,2.6,2.9,4.0,8.1,377.0,50.4,24.4,513.0,1.21,0.42,0.19,0.19,-476.0,-9.0,-330.0,17.6,0.0,0.0,4.0,1,,780
264,South Korea,61,55.7,2.6,2.7,2.8,4.5,7.7,379.0,54.1,21.7,483.0,0.94,0.27,0.15,0.19,-81.0,-1.0,-143.0,16.4,18.0,0.0,18.0,1,,781
265,Brasil,33,57.6,3.3,0.3,2.8,8.9,0.9,229.0,71.8,6.9,142.0,3.04,1.51,0.4,0.5,-8.0,0.0,-92.0,24.2,6.1,0.0,,1,,784
266,Poland,18,27.8,2.6,2.6,2.6,4.1,8.8,391.0,66.8,26.4,551.0,1.13,0.3,0.26,0.13,-472.0,-1.0,-133.0,16.7,22.2,0.0,2.0,1,,786
267,New Zeland,8,37.5,2.8,3.6,2.6,3.8,8.7,405.0,75.4,28.9,539.0,0.99,0.24,0.23,0.04,12.0,2.0,72.0,37.5,12.5,0.0,,1,,796
268,Czech Republic,42,52.4,2.9,4.4,3.3,5.3,8.4,417.0,59.4,24.2,556.0,1.17,0.35,0.29,0.12,-382.0,-7.0,-191.0,23.8,7.1,2.0,7.0,1,,797
269,USA,37,43.2,3.0,3.3,2.9,5.5,8.4,395.0,72.2,29.8,686.0,1.11,0.32,0.21,0.13,153.0,4.0,68.0,21.6,10.8,0.0,5.0,1,,805
270,France,1,0.0,0.3,1.0,9.0,2.0,1.4,231.0,75.0,9.9,132.0,2.45,1.15,0.3,0.37,-2838.0,-87.0,-2808.0,0.0,100.0,0.0,,1,,811
271,Canada,10,50.0,1.7,1.5,3.1,3.7,7.3,350.0,37.4,21.2,403.0,0.9,0.39,0.13,0.09,-706.0,-15.0,-432.0,20.0,10.0,0.0,3.0,1,,814
272,South Korea,40,67.5,4.6,3.8,1.9,5.2,8.5,405.0,69.7,26.4,631.0,1.2,0.35,0.2,0.22,178.0,3.0,76.0,22.5,10.0,0.0,10.0,1,,815
273,South Korea,32,53.1,3.2,4.8,3.1,5.2,8.7,436.0,64.1,28.6,722.0,1.12,0.36,0.2,0.16,398.0,9.0,297.0,9.4,6.3,0.0,23.0,1,,829
274,United Kingdom,22,54.5,4.0,3.5,2.2,5.5,9.7,449.0,66.6,28.7,644.0,1.36,0.32,0.35,0.13,-70.0,-0.0,-6.0,18.2,13.6,0.0,4.0,1,4,830
275,Tunisia,14,28.6,2.4,1.8,3.8,7.2,5.5,319.0,62.3,17.4,369.0,1.21,0.12,0.3,0.14,-589.0,7.0,112.0,14.3,28.6,0.0,,1,,831
276,France,18,44.4,4.6,3.6,1.7,4.1,9.5,428.0,69.7,24.5,493.0,1.18,0.3,0.19,0.18,118.0,0.0,110.0,27.8,5.6,0.0,6.0,1,12,835
277,New Zeland,21,57.1,3.7,0.6,3.0,10.2,0.8,243.0,74.9,9.7,217.0,2.49,1.28,0.3,0.31,-200.0,-2.0,-27.0,23.8,4.8,0.0,,1,,836
278,South Korea,44,61.4,5.6,4.0,1.5,4.3,9.9,455.0,72.5,28.9,649.0,1.45,0.39,0.39,0.17,474.0,7.0,319.0,36.4,4.5,0.0,1.0,1,,840
279,Croatia,33,57.6,4.0,5.6,2.9,6.2,8.4,428.0,66.8,27.5,704.0,1.1,0.35,0.18,0.13,145.0,-3.0,37.0,12.1,12.1,0.0,14.0,1,,842
280,France,18,38.9,1.5,1.3,3.2,3.6,7.3,339.0,43.0,20.6,419.0,0.76,0.25,0.12,0.1,-203.0,0.0,177.0,5.6,27.8,0.0,4.0,1,,844
281,Jordan,36,77.8,4.8,1.3,3.4,15.3,1.0,267.0,78.5,9.5,257.0,2.77,1.26,0.38,0.34,135.0,-6.0,157.0,25.0,13.9,0.0,1.0,1,,847
282,South Korea,59,67.8,5.3,0.8,1.9,9.6,1.0,254.0,73.8,8.4,192.0,3.39,1.4,0.43,0.43,156.0,1.0,134.0,32.2,11.9,0.0,,1,,849
283,Denmark,17,64.7,3.8,4.5,2.9,6.5,9.4,452.0,73.0,31.0,756.0,1.36,0.3,0.33,0.09,731.0,17.0,409.0,35.3,0.0,1.0,7.0,1,,861
284,Germany,18,33.3,2.0,1.7,4.1,6.6,4.8,312.0,66.6,13.4,283.0,1.52,0.22,0.32,0.33,-406.0,-12.0,-298.0,27.8,5.6,0.0,1.0,1,,864
285,Czech Republic,28,64.3,4.4,1.0,2.6,10.3,0.9,250.0,73.0,8.0,202.0,2.72,1.36,0.32,0.45,-10.0,-1.0,-22.0,32.1,3.6,0.0,2.0,1,,865
